t,time,next_erupt_time,wait_time_minutes
2007-04-22 3:54,2007-04-22T03:54:00Z,2007-04-22T02:24:00Z,90
2007-04-22 5:24,2007-04-22T05:24:00Z,2007-04-22T03:54:00Z,90
2007-04-22 6:48,2007-04-22T06:48:00Z,2007-04-22T05:24:00Z,84
2007-04-22 8:18,2007-04-22T08:18:00Z,2007-04-22T06:48:00Z,90
2007-04-22 10:06,2007-04-22T10:06:00Z,2007-04-22T08:18:00Z,108
2007-04-22 11:24,2007-04-22T11:24:00Z,2007-04-22T10:06:00Z,78
2007-04-22 13:06,2007-04-22T13:06:00Z,2007-04-22T11:24:00Z,102
2007-04-22 14:30,2007-04-22T14:30:00Z,2007-04-22T13:06:00Z,84
2007-04-22 16:06,2007-04-22T16:06:00Z,2007-04-22T14:30:00Z,96
2007-04-22 17:30,2007-04-22T17:30:00Z,2007-04-22T16:06:00Z,84
2007-04-22 19:12,2007-04-22T19:12:00Z,2007-04-22T17:30:00Z,102
2007-04-22 20:42,2007-04-22T20:42:00Z,2007-04-22T19:12:00Z,90
2007-04-22 22:12,2007-04-22T22:12:00Z,2007-04-22T20:42:00Z,90
2007-04-22 23:42,2007-04-22T23:42:00Z,2007-04-22T22:12:00Z,90
2007-04-23 1:12,2007-04-23T01:12:00Z,2007-04-22T23:42:00Z,90
2007-04-23 2:42,2007-04-23T02:42:00Z,2007-04-23T01:12:00Z,90
2007-04-23 4:06,2007-04-23T04:06:00Z,2007-04-23T02:42:00Z,84
2007-04-23 5:36,2007-04-23T05:36:00Z,2007-04-23T04:06:00Z,90
2007-04-23 7:06,2007-04-23T07:06:00Z,2007-04-23T05:36:00Z,90
2007-04-23 8:30,2007-04-23T08:30:00Z,2007-04-23T07:06:00Z,84
2007-04-23 10:06,2007-04-23T10:06:00Z,2007-04-23T08:30:00Z,96
2007-04-23 11:30,2007-04-23T11:30:00Z,2007-04-23T10:06:00Z,84
2007-04-23 13:06,2007-04-23T13:06:00Z,2007-04-23T11:30:00Z,96
2007-04-23 14:36,2007-04-23T14:36:00Z,2007-04-23T13:06:00Z,90
2007-04-23 16:18,2007-04-23T16:18:00Z,2007-04-23T14:36:00Z,102
2007-04-23 17:48,2007-04-23T17:48:00Z,2007-04-23T16:18:00Z,90
2007-04-23 19:12,2007-04-23T19:12:00Z,2007-04-23T17:48:00Z,84
2007-04-23 20:36,2007-04-23T20:36:00Z,2007-04-23T19:12:00Z,84
2007-04-23 22:12,2007-04-23T22:12:00Z,2007-04-23T20:36:00Z,96
2007-04-23 23:42,2007-04-23T23:42:00Z,2007-04-23T22:12:00Z,90
2007-04-24 1:12,2007-04-24T01:12:00Z,2007-04-23T23:42:00Z,90
2007-04-24 2:42,2007-04-24T02:42:00Z,2007-04-24T01:12:00Z,90
2007-04-24 4:12,2007-04-24T04:12:00Z,2007-04-24T02:42:00Z,90
2007-04-24 5:42,2007-04-24T05:42:00Z,2007-04-24T04:12:00Z,90
2007-04-24 7:06,2007-04-24T07:06:00Z,2007-04-24T05:42:00Z,84
2007-04-24 8:42,2007-04-24T08:42:00Z,2007-04-24T07:06:00Z,96
2007-04-24 10:24,2007-04-24T10:24:00Z,2007-04-24T08:42:00Z,102
2007-04-24 12:00,2007-04-24T12:00:00Z,2007-04-24T10:24:00Z,96
2007-04-24 13:30,2007-04-24T13:30:00Z,2007-04-24T12:00:00Z,90
2007-04-24 14:54,2007-04-24T14:54:00Z,2007-04-24T13:30:00Z,84
2007-04-24 16:36,2007-04-24T16:36:00Z,2007-04-24T14:54:00Z,102
2007-04-24 18:06,2007-04-24T18:06:00Z,2007-04-24T16:36:00Z,90
2007-04-24 19:30,2007-04-24T19:30:00Z,2007-04-24T18:06:00Z,84
2007-04-24 20:54,2007-04-24T20:54:00Z,2007-04-24T19:30:00Z,84
2007-04-24 22:24,2007-04-24T22:24:00Z,2007-04-24T20:54:00Z,90
2007-04-24 23:54,2007-04-24T23:54:00Z,2007-04-24T22:24:00Z,90
2007-04-25 1:24,2007-04-25T01:24:00Z,2007-04-24T23:54:00Z,90
2007-04-25 3:00,2007-04-25T03:00:00Z,2007-04-25T01:24:00Z,96
2007-04-25 4:30,2007-04-25T04:30:00Z,2007-04-25T03:00:00Z,90
2007-04-25 6:00,2007-04-25T06:00:00Z,2007-04-25T04:30:00Z,90
2007-04-25 7:36,2007-04-25T07:36:00Z,2007-04-25T06:00:00Z,96
2007-04-25 9:06,2007-04-25T09:06:00Z,2007-04-25T07:36:00Z,90
2007-04-25 10:30,2007-04-25T10:30:00Z,2007-04-25T09:06:00Z,84
2007-04-25 12:06,2007-04-25T12:06:00Z,2007-04-25T10:30:00Z,96
2007-04-25 13:30,2007-04-25T13:30:00Z,2007-04-25T12:06:00Z,84
2007-04-25 15:00,2007-04-25T15:00:00Z,2007-04-25T13:30:00Z,90
2007-04-25 16:36,2007-04-25T16:36:00Z,2007-04-25T15:00:00Z,96
2007-04-25 18:00,2007-04-25T18:00:00Z,2007-04-25T16:36:00Z,84
2007-04-25 19:30,2007-04-25T19:30:00Z,2007-04-25T18:00:00Z,90
2007-04-25 20:54,2007-04-25T20:54:00Z,2007-04-25T19:30:00Z,84
2007-04-25 22:24,2007-04-25T22:24:00Z,2007-04-25T20:54:00Z,90
2007-04-25 23:48,2007-04-25T23:48:00Z,2007-04-25T22:24:00Z,84
2007-04-26 1:12,2007-04-26T01:12:00Z,2007-04-25T23:48:00Z,84
2007-04-26 2:42,2007-04-26T02:42:00Z,2007-04-26T01:12:00Z,90
2007-04-26 4:18,2007-04-26T04:18:00Z,2007-04-26T02:42:00Z,96
2007-04-26 5:42,2007-04-26T05:42:00Z,2007-04-26T04:18:00Z,84
2007-04-26 7:12,2007-04-26T07:12:00Z,2007-04-26T05:42:00Z,90
2007-04-26 8:48,2007-04-26T08:48:00Z,2007-04-26T07:12:00Z,96
2007-04-26 10:18,2007-04-26T10:18:00Z,2007-04-26T08:48:00Z,90
2007-04-26 11:48,2007-04-26T11:48:00Z,2007-04-26T10:18:00Z,90
2007-04-26 13:18,2007-04-26T13:18:00Z,2007-04-26T11:48:00Z,90
2007-04-26 14:48,2007-04-26T14:48:00Z,2007-04-26T13:18:00Z,90
2007-04-26 16:18,2007-04-26T16:18:00Z,2007-04-26T14:48:00Z,90
2007-04-26 17:54,2007-04-26T17:54:00Z,2007-04-26T16:18:00Z,96
2007-04-26 19:18,2007-04-26T19:18:00Z,2007-04-26T17:54:00Z,84
2007-04-26 20:48,2007-04-26T20:48:00Z,2007-04-26T19:18:00Z,90
2007-04-26 22:18,2007-04-26T22:18:00Z,2007-04-26T20:48:00Z,90
2007-04-26 23:24,2007-04-26T23:24:00Z,2007-04-26T22:18:00Z,66
2007-04-27 1:00,2007-04-27T01:00:00Z,2007-04-26T23:24:00Z,96
2007-04-27 2:36,2007-04-27T02:36:00Z,2007-04-27T01:00:00Z,96
2007-04-27 4:06,2007-04-27T04:06:00Z,2007-04-27T02:36:00Z,90
2007-04-27 5:36,2007-04-27T05:36:00Z,2007-04-27T04:06:00Z,90
2007-04-27 7:06,2007-04-27T07:06:00Z,2007-04-27T05:36:00Z,90
2007-04-27 8:42,2007-04-27T08:42:00Z,2007-04-27T07:06:00Z,96
2007-04-27 10:06,2007-04-27T10:06:00Z,2007-04-27T08:42:00Z,84
2007-04-27 11:36,2007-04-27T11:36:00Z,2007-04-27T10:06:00Z,90
2007-04-27 13:06,2007-04-27T13:06:00Z,2007-04-27T11:36:00Z,90
2007-04-27 14:36,2007-04-27T14:36:00Z,2007-04-27T13:06:00Z,90
2007-04-27 16:12,2007-04-27T16:12:00Z,2007-04-27T14:36:00Z,96
2007-04-27 17:42,2007-04-27T17:42:00Z,2007-04-27T16:12:00Z,90
2007-04-27 19:06,2007-04-27T19:06:00Z,2007-04-27T17:42:00Z,84
2007-04-27 20:30,2007-04-27T20:30:00Z,2007-04-27T19:06:00Z,84
2007-04-27 22:00,2007-04-27T22:00:00Z,2007-04-27T20:30:00Z,90
2007-04-27 23:36,2007-04-27T23:36:00Z,2007-04-27T22:00:00Z,96
2007-04-28 1:12,2007-04-28T01:12:00Z,2007-04-27T23:36:00Z,96
2007-04-28 2:42,2007-04-28T02:42:00Z,2007-04-28T01:12:00Z,90
2007-04-28 4:24,2007-04-28T04:24:00Z,2007-04-28T02:42:00Z,102
2007-04-28 6:06,2007-04-28T06:06:00Z,2007-04-28T04:24:00Z,102
2007-04-28 7:36,2007-04-28T07:36:00Z,2007-04-28T06:06:00Z,90
2007-04-28 9:06,2007-04-28T09:06:00Z,2007-04-28T07:36:00Z,90
2007-04-28 10:36,2007-04-28T10:36:00Z,2007-04-28T09:06:00Z,90
2007-04-28 12:12,2007-04-28T12:12:00Z,2007-04-28T10:36:00Z,96
2007-04-28 13:42,2007-04-28T13:42:00Z,2007-04-28T12:12:00Z,90
2007-04-28 15:12,2007-04-28T15:12:00Z,2007-04-28T13:42:00Z,90
2007-04-28 16:48,2007-04-28T16:48:00Z,2007-04-28T15:12:00Z,96
2007-04-28 18:18,2007-04-28T18:18:00Z,2007-04-28T16:48:00Z,90
2007-04-28 19:48,2007-04-28T19:48:00Z,2007-04-28T18:18:00Z,90
2007-04-28 21:18,2007-04-28T21:18:00Z,2007-04-28T19:48:00Z,90
2007-04-28 22:48,2007-04-28T22:48:00Z,2007-04-28T21:18:00Z,90
2007-04-29 0:30,2007-04-29T00:30:00Z,2007-04-28T22:48:00Z,102
2007-04-29 1:42,2007-04-29T01:42:00Z,2007-04-29T00:30:00Z,72
2007-04-29 3:12,2007-04-29T03:12:00Z,2007-04-29T01:42:00Z,90
2007-04-29 4:48,2007-04-29T04:48:00Z,2007-04-29T03:12:00Z,96
2007-04-29 6:24,2007-04-29T06:24:00Z,2007-04-29T04:48:00Z,96
2007-04-29 7:54,2007-04-29T07:54:00Z,2007-04-29T06:24:00Z,90
2007-04-29 9:18,2007-04-29T09:18:00Z,2007-04-29T07:54:00Z,84
2007-04-29 11:00,2007-04-29T11:00:00Z,2007-04-29T09:18:00Z,102
2007-04-29 12:30,2007-04-29T12:30:00Z,2007-04-29T11:00:00Z,90
2007-04-29 14:00,2007-04-29T14:00:00Z,2007-04-29T12:30:00Z,90
2007-04-29 15:42,2007-04-29T15:42:00Z,2007-04-29T14:00:00Z,102
2007-04-29 17:06,2007-04-29T17:06:00Z,2007-04-29T15:42:00Z,84
2007-04-29 18:48,2007-04-29T18:48:00Z,2007-04-29T17:06:00Z,102
2007-04-29 20:18,2007-04-29T20:18:00Z,2007-04-29T18:48:00Z,90
2007-04-29 21:54,2007-04-29T21:54:00Z,2007-04-29T20:18:00Z,96
2007-04-29 23:24,2007-04-29T23:24:00Z,2007-04-29T21:54:00Z,90
2007-04-30 1:00,2007-04-30T01:00:00Z,2007-04-29T23:24:00Z,96
2007-04-30 2:30,2007-04-30T02:30:00Z,2007-04-30T01:00:00Z,90
2007-04-30 3:54,2007-04-30T03:54:00Z,2007-04-30T02:30:00Z,84
2007-04-30 5:24,2007-04-30T05:24:00Z,2007-04-30T03:54:00Z,90
2007-04-30 6:54,2007-04-30T06:54:00Z,2007-04-30T05:24:00Z,90
2007-04-30 8:24,2007-04-30T08:24:00Z,2007-04-30T06:54:00Z,90
2007-04-30 9:54,2007-04-30T09:54:00Z,2007-04-30T08:24:00Z,90
2007-04-30 11:24,2007-04-30T11:24:00Z,2007-04-30T09:54:00Z,90
2007-04-30 13:06,2007-04-30T13:06:00Z,2007-04-30T11:24:00Z,102
2007-04-30 14:24,2007-04-30T14:24:00Z,2007-04-30T13:06:00Z,78
2007-04-30 15:54,2007-04-30T15:54:00Z,2007-04-30T14:24:00Z,90
2007-04-30 17:24,2007-04-30T17:24:00Z,2007-04-30T15:54:00Z,90
2007-04-30 19:06,2007-04-30T19:06:00Z,2007-04-30T17:24:00Z,102
2007-04-30 20:30,2007-04-30T20:30:00Z,2007-04-30T19:06:00Z,84
2007-04-30 22:06,2007-04-30T22:06:00Z,2007-04-30T20:30:00Z,96
2007-04-30 23:36,2007-04-30T23:36:00Z,2007-04-30T22:06:00Z,90
2007-05-01 1:00,2007-05-01T01:00:00Z,2007-04-30T23:36:00Z,84
2007-05-01 2:30,2007-05-01T02:30:00Z,2007-05-01T01:00:00Z,90
2007-05-01 4:00,2007-05-01T04:00:00Z,2007-05-01T02:30:00Z,90
2007-05-01 5:36,2007-05-01T05:36:00Z,2007-05-01T04:00:00Z,96
2007-05-01 7:00,2007-05-01T07:00:00Z,2007-05-01T05:36:00Z,84
2007-05-01 8:48,2007-05-01T08:48:00Z,2007-05-01T07:00:00Z,108
2007-05-01 10:12,2007-05-01T10:12:00Z,2007-05-01T08:48:00Z,84
2007-05-01 11:42,2007-05-01T11:42:00Z,2007-05-01T10:12:00Z,90
2007-05-01 13:18,2007-05-01T13:18:00Z,2007-05-01T11:42:00Z,96
2007-05-01 14:42,2007-05-01T14:42:00Z,2007-05-01T13:18:00Z,84
2007-05-01 16:18,2007-05-01T16:18:00Z,2007-05-01T14:42:00Z,96
2007-05-01 17:42,2007-05-01T17:42:00Z,2007-05-01T16:18:00Z,84
2007-05-01 19:12,2007-05-01T19:12:00Z,2007-05-01T17:42:00Z,90
2007-05-01 20:48,2007-05-01T20:48:00Z,2007-05-01T19:12:00Z,96
2007-05-01 22:30,2007-05-01T22:30:00Z,2007-05-01T20:48:00Z,102
2007-05-01 23:54,2007-05-01T23:54:00Z,2007-05-01T22:30:00Z,84
2007-05-02 1:30,2007-05-02T01:30:00Z,2007-05-01T23:54:00Z,96
2007-05-02 3:00,2007-05-02T03:00:00Z,2007-05-02T01:30:00Z,90
2007-05-02 4:48,2007-05-02T04:48:00Z,2007-05-02T03:00:00Z,108
2007-05-02 6:06,2007-05-02T06:06:00Z,2007-05-02T04:48:00Z,78
2007-05-02 7:42,2007-05-02T07:42:00Z,2007-05-02T06:06:00Z,96
2007-05-02 9:12,2007-05-02T09:12:00Z,2007-05-02T07:42:00Z,90
2007-05-02 10:36,2007-05-02T10:36:00Z,2007-05-02T09:12:00Z,84
2007-05-02 12:18,2007-05-02T12:18:00Z,2007-05-02T10:36:00Z,102
2007-05-02 13:54,2007-05-02T13:54:00Z,2007-05-02T12:18:00Z,96
2007-05-02 15:30,2007-05-02T15:30:00Z,2007-05-02T13:54:00Z,96
2007-05-02 16:54,2007-05-02T16:54:00Z,2007-05-02T15:30:00Z,84
2007-05-02 18:30,2007-05-02T18:30:00Z,2007-05-02T16:54:00Z,96
2007-05-02 20:06,2007-05-02T20:06:00Z,2007-05-02T18:30:00Z,96
2007-05-02 21:36,2007-05-02T21:36:00Z,2007-05-02T20:06:00Z,90
2007-05-02 23:12,2007-05-02T23:12:00Z,2007-05-02T21:36:00Z,96
2007-05-03 0:48,2007-05-03T00:48:00Z,2007-05-02T23:12:00Z,96
2007-05-03 2:24,2007-05-03T02:24:00Z,2007-05-03T00:48:00Z,96
2007-05-03 3:54,2007-05-03T03:54:00Z,2007-05-03T02:24:00Z,90
2007-05-03 5:24,2007-05-03T05:24:00Z,2007-05-03T03:54:00Z,90
2007-05-03 6:48,2007-05-03T06:48:00Z,2007-05-03T05:24:00Z,84
2007-05-03 8:24,2007-05-03T08:24:00Z,2007-05-03T06:48:00Z,96
2007-05-03 10:00,2007-05-03T10:00:00Z,2007-05-03T08:24:00Z,96
2007-05-03 11:36,2007-05-03T11:36:00Z,2007-05-03T10:00:00Z,96
2007-05-03 13:06,2007-05-03T13:06:00Z,2007-05-03T11:36:00Z,90
2007-05-03 14:36,2007-05-03T14:36:00Z,2007-05-03T13:06:00Z,90
2007-05-03 16:12,2007-05-03T16:12:00Z,2007-05-03T14:36:00Z,96
2007-05-03 17:42,2007-05-03T17:42:00Z,2007-05-03T16:12:00Z,90
2007-05-03 20:42,2007-05-03T20:42:00Z,2007-05-03T17:42:00Z,180
2007-05-03 22:24,2007-05-03T22:24:00Z,2007-05-03T20:42:00Z,102
2007-05-03 23:42,2007-05-03T23:42:00Z,2007-05-03T22:24:00Z,78
2007-05-04 1:24,2007-05-04T01:24:00Z,2007-05-03T23:42:00Z,102
2007-05-04 2:48,2007-05-04T02:48:00Z,2007-05-04T01:24:00Z,84
2007-05-04 4:18,2007-05-04T04:18:00Z,2007-05-04T02:48:00Z,90
2007-05-04 5:42,2007-05-04T05:42:00Z,2007-05-04T04:18:00Z,84
2007-05-04 7:12,2007-05-04T07:12:00Z,2007-05-04T05:42:00Z,90
2007-05-04 8:36,2007-05-04T08:36:00Z,2007-05-04T07:12:00Z,84
2007-05-04 10:06,2007-05-04T10:06:00Z,2007-05-04T08:36:00Z,90
2007-05-04 11:42,2007-05-04T11:42:00Z,2007-05-04T10:06:00Z,96
2007-05-04 13:24,2007-05-04T13:24:00Z,2007-05-04T11:42:00Z,102
2007-05-04 14:42,2007-05-04T14:42:00Z,2007-05-04T13:24:00Z,78
2007-05-04 16:18,2007-05-04T16:18:00Z,2007-05-04T14:42:00Z,96
2007-05-04 17:54,2007-05-04T17:54:00Z,2007-05-04T16:18:00Z,96
2007-05-04 19:30,2007-05-04T19:30:00Z,2007-05-04T17:54:00Z,96
2007-05-04 20:48,2007-05-04T20:48:00Z,2007-05-04T19:30:00Z,78
2007-05-04 22:36,2007-05-04T22:36:00Z,2007-05-04T20:48:00Z,108
2007-05-04 23:54,2007-05-04T23:54:00Z,2007-05-04T22:36:00Z,78
2007-05-05 1:30,2007-05-05T01:30:00Z,2007-05-04T23:54:00Z,96
2007-05-05 2:30,2007-05-05T02:30:00Z,2007-05-05T01:30:00Z,60
2007-05-05 4:12,2007-05-05T04:12:00Z,2007-05-05T02:30:00Z,102
2007-05-05 5:42,2007-05-05T05:42:00Z,2007-05-05T04:12:00Z,90
2007-05-05 7:18,2007-05-05T07:18:00Z,2007-05-05T05:42:00Z,96
2007-05-05 8:42,2007-05-05T08:42:00Z,2007-05-05T07:18:00Z,84
2007-05-05 10:24,2007-05-05T10:24:00Z,2007-05-05T08:42:00Z,102
2007-05-05 11:48,2007-05-05T11:48:00Z,2007-05-05T10:24:00Z,84
2007-05-05 13:18,2007-05-05T13:18:00Z,2007-05-05T11:48:00Z,90
2007-05-05 15:06,2007-05-05T15:06:00Z,2007-05-05T13:18:00Z,108
2007-05-05 17:30,2007-05-05T17:30:00Z,2007-05-05T15:06:00Z,144
2007-05-05 19:06,2007-05-05T19:06:00Z,2007-05-05T17:30:00Z,96
2007-05-05 20:42,2007-05-05T20:42:00Z,2007-05-05T19:06:00Z,96
2007-05-05 22:12,2007-05-05T22:12:00Z,2007-05-05T20:42:00Z,90
2007-05-05 23:48,2007-05-05T23:48:00Z,2007-05-05T22:12:00Z,96
2007-05-06 1:18,2007-05-06T01:18:00Z,2007-05-05T23:48:00Z,90
2007-05-06 2:48,2007-05-06T02:48:00Z,2007-05-06T01:18:00Z,90
2007-05-06 4:18,2007-05-06T04:18:00Z,2007-05-06T02:48:00Z,90
2007-05-06 5:42,2007-05-06T05:42:00Z,2007-05-06T04:18:00Z,84
2007-05-06 7:12,2007-05-06T07:12:00Z,2007-05-06T05:42:00Z,90
2007-05-06 8:54,2007-05-06T08:54:00Z,2007-05-06T07:12:00Z,102
2007-05-06 10:30,2007-05-06T10:30:00Z,2007-05-06T08:54:00Z,96
2007-05-06 11:54,2007-05-06T11:54:00Z,2007-05-06T10:30:00Z,84
2007-05-06 13:24,2007-05-06T13:24:00Z,2007-05-06T11:54:00Z,90
2007-05-06 15:06,2007-05-06T15:06:00Z,2007-05-06T13:24:00Z,102
2007-05-06 16:36,2007-05-06T16:36:00Z,2007-05-06T15:06:00Z,90
2007-05-06 18:18,2007-05-06T18:18:00Z,2007-05-06T16:36:00Z,102
2007-05-06 19:42,2007-05-06T19:42:00Z,2007-05-06T18:18:00Z,84
2007-05-06 21:18,2007-05-06T21:18:00Z,2007-05-06T19:42:00Z,96
2007-05-06 22:42,2007-05-06T22:42:00Z,2007-05-06T21:18:00Z,84
2007-05-07 0:12,2007-05-07T00:12:00Z,2007-05-06T22:42:00Z,90
2007-05-07 1:36,2007-05-07T01:36:00Z,2007-05-07T00:12:00Z,84
2007-05-07 3:24,2007-05-07T03:24:00Z,2007-05-07T01:36:00Z,108
2007-05-07 4:48,2007-05-07T04:48:00Z,2007-05-07T03:24:00Z,84
2007-05-07 6:18,2007-05-07T06:18:00Z,2007-05-07T04:48:00Z,90
2007-05-07 7:48,2007-05-07T07:48:00Z,2007-05-07T06:18:00Z,90
2007-05-07 9:18,2007-05-07T09:18:00Z,2007-05-07T07:48:00Z,90
2007-05-07 10:48,2007-05-07T10:48:00Z,2007-05-07T09:18:00Z,90
2007-05-07 12:30,2007-05-07T12:30:00Z,2007-05-07T10:48:00Z,102
2007-05-07 13:54,2007-05-07T13:54:00Z,2007-05-07T12:30:00Z,84
2007-05-07 15:30,2007-05-07T15:30:00Z,2007-05-07T13:54:00Z,96
2007-05-07 17:18,2007-05-07T17:18:00Z,2007-05-07T15:30:00Z,108
2007-05-07 18:42,2007-05-07T18:42:00Z,2007-05-07T17:18:00Z,84
2007-05-07 20:12,2007-05-07T20:12:00Z,2007-05-07T18:42:00Z,90
2007-05-07 21:42,2007-05-07T21:42:00Z,2007-05-07T20:12:00Z,90
2007-05-07 22:48,2007-05-07T22:48:00Z,2007-05-07T21:42:00Z,66
2007-05-08 0:24,2007-05-08T00:24:00Z,2007-05-07T22:48:00Z,96
2007-05-08 2:00,2007-05-08T02:00:00Z,2007-05-08T00:24:00Z,96
2007-05-08 3:30,2007-05-08T03:30:00Z,2007-05-08T02:00:00Z,90
2007-05-08 4:54,2007-05-08T04:54:00Z,2007-05-08T03:30:00Z,84
2007-05-08 6:18,2007-05-08T06:18:00Z,2007-05-08T04:54:00Z,84
2007-05-08 7:54,2007-05-08T07:54:00Z,2007-05-08T06:18:00Z,96
2007-05-08 9:30,2007-05-08T09:30:00Z,2007-05-08T07:54:00Z,96
2007-05-08 10:54,2007-05-08T10:54:00Z,2007-05-08T09:30:00Z,84
2007-05-08 12:30,2007-05-08T12:30:00Z,2007-05-08T10:54:00Z,96
2007-05-08 14:00,2007-05-08T14:00:00Z,2007-05-08T12:30:00Z,90
2007-05-08 15:36,2007-05-08T15:36:00Z,2007-05-08T14:00:00Z,96
2007-05-08 17:00,2007-05-08T17:00:00Z,2007-05-08T15:36:00Z,84
2007-05-08 18:30,2007-05-08T18:30:00Z,2007-05-08T17:00:00Z,90
2007-05-08 20:00,2007-05-08T20:00:00Z,2007-05-08T18:30:00Z,90
2007-05-08 21:30,2007-05-08T21:30:00Z,2007-05-08T20:00:00Z,90
2007-05-08 23:00,2007-05-08T23:00:00Z,2007-05-08T21:30:00Z,90
2007-05-09 0:30,2007-05-09T00:30:00Z,2007-05-08T23:00:00Z,90
2007-05-09 1:54,2007-05-09T01:54:00Z,2007-05-09T00:30:00Z,84
2007-05-09 3:30,2007-05-09T03:30:00Z,2007-05-09T01:54:00Z,96
2007-05-09 4:30,2007-05-09T04:30:00Z,2007-05-09T03:30:00Z,60
2007-05-09 6:12,2007-05-09T06:12:00Z,2007-05-09T04:30:00Z,102
2007-05-09 7:42,2007-05-09T07:42:00Z,2007-05-09T06:12:00Z,90
2007-05-09 9:12,2007-05-09T09:12:00Z,2007-05-09T07:42:00Z,90
2007-05-09 10:48,2007-05-09T10:48:00Z,2007-05-09T09:12:00Z,96
2007-05-09 12:24,2007-05-09T12:24:00Z,2007-05-09T10:48:00Z,96
2007-05-09 13:54,2007-05-09T13:54:00Z,2007-05-09T12:24:00Z,90
2007-05-09 15:30,2007-05-09T15:30:00Z,2007-05-09T13:54:00Z,96
2007-05-09 18:06,2007-05-09T18:06:00Z,2007-05-09T15:30:00Z,156
2007-05-09 19:36,2007-05-09T19:36:00Z,2007-05-09T18:06:00Z,90
2007-05-09 21:00,2007-05-09T21:00:00Z,2007-05-09T19:36:00Z,84
2007-05-09 22:00,2007-05-09T22:00:00Z,2007-05-09T21:00:00Z,60
2007-05-09 23:36,2007-05-09T23:36:00Z,2007-05-09T22:00:00Z,96
2007-05-10 1:06,2007-05-10T01:06:00Z,2007-05-09T23:36:00Z,90
2007-05-10 2:30,2007-05-10T02:30:00Z,2007-05-10T01:06:00Z,84
2007-05-10 4:12,2007-05-10T04:12:00Z,2007-05-10T02:30:00Z,102
2007-05-10 5:36,2007-05-10T05:36:00Z,2007-05-10T04:12:00Z,84
2007-05-10 7:18,2007-05-10T07:18:00Z,2007-05-10T05:36:00Z,102
2007-05-10 8:42,2007-05-10T08:42:00Z,2007-05-10T07:18:00Z,84
2007-05-10 10:18,2007-05-10T10:18:00Z,2007-05-10T08:42:00Z,96
2007-05-10 11:54,2007-05-10T11:54:00Z,2007-05-10T10:18:00Z,96
2007-05-10 13:24,2007-05-10T13:24:00Z,2007-05-10T11:54:00Z,90
2007-05-10 15:00,2007-05-10T15:00:00Z,2007-05-10T13:24:00Z,96
2007-05-10 16:42,2007-05-10T16:42:00Z,2007-05-10T15:00:00Z,102
2007-05-10 18:12,2007-05-10T18:12:00Z,2007-05-10T16:42:00Z,90
2007-05-10 19:36,2007-05-10T19:36:00Z,2007-05-10T18:12:00Z,84
2007-05-10 21:18,2007-05-10T21:18:00Z,2007-05-10T19:36:00Z,102
2007-05-10 22:54,2007-05-10T22:54:00Z,2007-05-10T21:18:00Z,96
2007-05-11 0:24,2007-05-11T00:24:00Z,2007-05-10T22:54:00Z,90
2007-05-11 1:48,2007-05-11T01:48:00Z,2007-05-11T00:24:00Z,84
2007-05-11 3:24,2007-05-11T03:24:00Z,2007-05-11T01:48:00Z,96
2007-05-11 5:00,2007-05-11T05:00:00Z,2007-05-11T03:24:00Z,96
2007-05-11 6:30,2007-05-11T06:30:00Z,2007-05-11T05:00:00Z,90
2007-05-11 8:00,2007-05-11T08:00:00Z,2007-05-11T06:30:00Z,90
2007-05-11 9:30,2007-05-11T09:30:00Z,2007-05-11T08:00:00Z,90
2007-05-11 11:06,2007-05-11T11:06:00Z,2007-05-11T09:30:00Z,96
2007-05-11 12:36,2007-05-11T12:36:00Z,2007-05-11T11:06:00Z,90
2007-05-11 13:54,2007-05-11T13:54:00Z,2007-05-11T12:36:00Z,78
2007-05-11 15:30,2007-05-11T15:30:00Z,2007-05-11T13:54:00Z,96
2007-05-11 17:00,2007-05-11T17:00:00Z,2007-05-11T15:30:00Z,90
2007-05-11 18:36,2007-05-11T18:36:00Z,2007-05-11T17:00:00Z,96
2007-05-11 20:00,2007-05-11T20:00:00Z,2007-05-11T18:36:00Z,84
2007-05-11 21:30,2007-05-11T21:30:00Z,2007-05-11T20:00:00Z,90
2007-05-11 22:54,2007-05-11T22:54:00Z,2007-05-11T21:30:00Z,84
2007-05-12 0:24,2007-05-12T00:24:00Z,2007-05-11T22:54:00Z,90
2007-05-12 1:48,2007-05-12T01:48:00Z,2007-05-12T00:24:00Z,84
2007-05-12 3:24,2007-05-12T03:24:00Z,2007-05-12T01:48:00Z,96
2007-05-12 4:54,2007-05-12T04:54:00Z,2007-05-12T03:24:00Z,90
2007-05-12 6:36,2007-05-12T06:36:00Z,2007-05-12T04:54:00Z,102
2007-05-12 8:00,2007-05-12T08:00:00Z,2007-05-12T06:36:00Z,84
2007-05-12 9:36,2007-05-12T09:36:00Z,2007-05-12T08:00:00Z,96
2007-05-12 11:06,2007-05-12T11:06:00Z,2007-05-12T09:36:00Z,90
2007-05-12 12:24,2007-05-12T12:24:00Z,2007-05-12T11:06:00Z,78
2007-05-12 13:54,2007-05-12T13:54:00Z,2007-05-12T12:24:00Z,90
2007-05-12 15:30,2007-05-12T15:30:00Z,2007-05-12T13:54:00Z,96
2007-05-12 16:54,2007-05-12T16:54:00Z,2007-05-12T15:30:00Z,84
2007-05-12 18:36,2007-05-12T18:36:00Z,2007-05-12T16:54:00Z,102
